ksp_type,ksp_rtol,it,energy,dE,grad_norm,alpha,ksp_its,ls_evals
cg,1e-01,152,867768.414610027,-56586.83319329866,53444734.473512195,0.015625,10,17
cg,1e-01,153,892667.3038088556,-24898.889198828605,56046434.54783021,0.0078125,14,17
cg,1e-01,154,898188.9621514519,-5521.65834259626,46445629.65990609,0.0625,6,17
cg,1e-01,155,929845.6582103923,-31656.69605894049,46541221.11608392,0.001953125,13,17
cg,1e-01,156,983097.2530553101,-53251.59484491777,45654164.46651887,0.015625,13,17
cg,1e-01,157,982767.871577423,329.38147788716014,47656882.963000506,-0.12530798001923127,1,17
cg,1e-01,158,1005666.6985985654,-22898.827021142468,51681629.06760517,0.0078125,10,17
cg,1e-01,159,1055308.2148851538,-49641.51628658839,51468201.88685522,0.001953125,12,17
cg,1e-01,160,1106653.1950430162,-51344.98015786242,53162834.57751778,0.0078125,11,17
cg,1e-01,161,1115821.0293214733,-9167.8342784571,54945732.67536459,0.00390625,10,17
cg,1e-01,162,1127043.5100701766,-11222.480748703238,55245710.56995157,0.001953125,12,17
cg,1e-01,163,1219849.340074218,-92805.83000404155,55606821.54582875,0.03125,11,17
cg,1e-01,164,1219665.0258280276,184.31424619047903,59174014.94988797,-0.49964995802247814,1,17
cg,1e-01,165,1252929.7368221162,-33264.71099408856,59171896.554724365,0.0078125,13,17
cg,1e-01,166,1249105.4304441866,3824.3063779296353,60428607.92499925,-0.49964995802247814,2,17
cg,1e-01,167,1257068.9759703567,-7963.545526170172,60398181.14297491,0.25,3,17
cg,1e-01,168,1255814.86459695,1254.111373406835,60235208.62752737,-0.49964995802247814,1,17
cg,1e-01,169,1254572.0407393011,1242.8238576487638,60237638.322179,-0.49964995802247814,1,17
cg,1e-01,170,1281226.576366343,-26654.535627041943,60238379.75888791,0.00390625,10,17
cg,1e-01,171,1307463.6575401423,-26237.081173799234,60747572.147898376,0.001953125,9,17
cg,1e-01,172,1366509.418978503,-59045.76143836067,61477595.23527524,0.015625,10,17
cg,1e-01,173,1424536.845806968,-58027.42682846496,62798813.33599057,0.0078125,8,17
cg,1e-01,174,1529453.586273488,-104916.74046651996,64541190.52843782,0.0009765625,11,17
cg,1e-01,175,1562064.035294453,-32610.449020965025,68575182.87589179,0.001953125,10,17
cg,1e-01,176,1614616.5273784855,-52552.49208403262,69667231.04468107,0.0009765625,9,17
cg,1e-01,177,1672140.7940292407,-57524.26665075519,71369757.92092228,0.0078125,10,17
cg,1e-01,178,1706844.6944565768,-34703.900427336106,73269677.51678365,0.0078125,8,17
cg,1e-01,179,1752674.2576804063,-45829.56322382949,74486227.33163072,0.001953125,9,17
cg,1e-01,180,1796552.316865554,-43878.05918514775,75993125.2614305,0.001953125,9,17
cg,1e-01,181,1813457.024660066,-16904.707794511924,76078167.62465377,0.001953125,8,17
cg,1e-01,182,1843155.2964748386,-29698.271814772626,76454324.41714631,0.0009765625,8,17
cg,1e-01,183,1942640.781720409,-99485.48524557031,76624713.02787894,0.00390625,10,17
cg,1e-01,184,1973625.5374646992,-30984.755744290305,76974638.56535505,0.001953125,9,17
cg,1e-01,185,2052320.6570400756,-78695.11957537639,77889357.66944407,0.001953125,9,17
cg,1e-01,186,2079275.95478982,-26955.297749744263,81822538.15119931,0.000244140625,8,17
cg,1e-01,187,2127860.0872643804,-48584.13247456052,82689716.05250923,0.001953125,8,17
cg,1e-01,188,2180184.3407199737,-52324.25345559325,84105755.4129895,0.0078125,7,17
cg,1e-01,189,2180107.9977300256,76.34298994811252,85843021.67635314,-0.49964995802247814,1,17
cg,1e-01,190,2229868.1506058937,-49760.15287586814,85596185.1710557,0.00390625,6,17
cg,1e-01,191,2273225.517361462,-43357.36675556842,87265387.12709066,0.0078125,7,17
cg,1e-01,192,2317317.6070834496,-44092.08972198749,88653217.36783133,0.00390625,8,17
cg,1e-01,193,2383069.756953939,-65752.14987048926,90157807.55501916,0.03125,9,17
cg,1e-01,194,2428665.251481372,-45595.49452743307,91999507.63972147,0.0078125,7,17
cg,1e-01,195,2483131.323453449,-54466.07197207725,93441781.75502078,0.0078125,8,17
cg,1e-01,196,2506233.2698273095,-23101.94637386035,95127891.98829506,0.000244140625,8,17
cg,1e-01,197,2558795.3985559638,-52562.128728654236,95761800.18066181,0.001953125,7,17
cg,1e-01,198,2556486.7517177104,2308.646838253364,97316876.38406008,-0.49964995802247814,1,17
cg,1e-01,199,2637357.5114587555,-80870.75974104507,97324802.39028107,0.0078125,8,17
cg,1e-01,200,2666585.5694055147,-29228.057946759276,100009834.35604268,0.0078125,8,17
cg,1e-01,201,2740214.9021702297,-73629.33276471496,100938994.61636731,0.000244140625,8,17
cg,1e-01,202,2782916.597893556,-42701.69572332641,103455802.75755943,6.103515625e-05,7,17
cg,1e-01,203,2834588.479561332,-51671.88166777603,104643430.82028605,0.00048828125,7,17
cg,1e-01,204,2869817.5604718607,-35229.080910528544,106381353.05329077,0.000244140625,7,17
cg,1e-01,205,2888433.361402518,-18615.800930657424,107582786.55777672,0.001953125,7,17
cg,1e-01,206,2929841.796518984,-41408.43511646567,108469874.0196272,0.001953125,7,17
cg,1e-01,207,2981815.935880034,-51974.139361050446,109786336.45182976,0.0078125,7,17
cg,1e-01,208,3045689.2514255093,-63873.31554547511,111173171.91172445,0.0009765625,7,17
cg,1e-01,209,3093699.7075867797,-48010.456161270384,113183193.27843453,0.0009765625,7,17
cg,1e-01,210,3175541.931922819,-81842.22433603927,114564677.75854123,0.03125,6,17
cg,1e-01,211,3231902.7089582803,-56360.77703546127,117107359.19393352,0.0078125,6,17
cg,1e-01,212,3232413.765806548,-511.05684826755896,116628413.7016489,0.25,2,17
cg,1e-01,213,3232904.1745509477,-490.4087443999015,116651309.67066543,0.25,2,17
cg,1e-01,214,3267917.1545960982,-35012.9800451505,123029654.84916577,0.0078125,4,17
cg,1e-01,215,3296070.0134482635,-28152.858852165285,118969034.50182667,0.00390625,6,17
cg,1e-01,216,3362236.2082822016,-66166.19483393803,119695516.87606323,0.03125,5,17
cg,1e-01,217,3423539.6898052106,-61303.48152300902,120728209.3305061,0.0078125,5,17
cg,1e-01,218,3500918.13365334,-77378.44384812936,119896188.62127453,0.0078125,5,17
cg,1e-01,219,3532549.506202887,-31631.372549546883,121940348.56197721,0.00390625,3,17
cg,1e-01,220,3594246.3833550843,-61696.87715219753,122826141.58751127,0.0078125,3,17
cg,1e-01,221,3650592.414983983,-56346.03162889881,124550677.10259359,0.00390625,4,17
cg,1e-01,222,3752711.0448039104,-102118.62981992727,125927332.91386658,0.001953125,4,17
cg,1e-01,223,3836524.499440369,-83813.45463645877,127556732.23890181,0.03125,3,17
cg,1e-01,224,3951096.296797003,-114571.79735663394,130202632.55798525,0.0009765625,4,17
cg,1e-01,225,3992810.6334610214,-41714.33666401822,134040880.14387685,0.0078125,4,17
cg,1e-01,226,4015365.3775922563,-22554.74413123494,135722133.63739777,0.03125,3,17
cg,1e-01,227,4058206.6172306985,-42841.23963844217,136581328.0688033,0.015625,3,17
cg,1e-01,228,4122416.772498236,-64210.15526753757,138266313.82242247,0.015625,3,17
cg,1e-01,229,4208563.590599663,-86146.81810142659,140466632.65946326,0.0625,3,17
cg,1e-01,230,4228748.184667358,-20184.59406769555,143809350.58939424,0.00390625,3,17
cg,1e-01,231,4236236.381954391,-7488.197287032381,144615114.10343388,0.001953125,2,17
cg,1e-01,232,4432437.679900872,-196201.29794648103,144913478.8189239,0.0078125,3,17
cg,1e-01,233,4442624.338050049,-10186.658149177209,150596090.37609333,0.015625,2,17
